areaType,areaName,areaCode,date,newDailyNsoDeathsByDeathDate,cumDailyNsoDeathsByDeathDate
nation,England,E92000001,2020-12-17,463,73099
nation,England,E92000001,2020-12-16,386,72636
nation,England,E92000001,2020-12-15,408,72250
nation,England,E92000001,2020-12-14,422,71842
nation,England,E92000001,2020-12-13,410,71420
nation,England,E92000001,2020-12-12,411,71010
nation,England,E92000001,2020-12-11,424,70599
nation,England,E92000001,2020-12-10,407,70175
nation,England,E92000001,2020-12-09,381,69768
nation,England,E92000001,2020-12-08,398,69387
nation,England,E92000001,2020-12-07,379,68989
nation,England,E92000001,2020-12-06,363,68610
nation,England,E92000001,2020-12-05,345,68247
nation,England,E92000001,2020-12-04,420,67902
nation,England,E92000001,2020-12-03,410,67482
nation,England,E92000001,2020-12-02,348,67072
nation,England,E92000001,2020-12-01,359,66724
nation,England,E92000001,2020-11-30,385,66365
nation,England,E92000001,2020-11-29,423,65980
nation,England,E92000001,2020-11-28,389,65557
nation,England,E92000001,2020-11-27,387,65168
nation,England,E92000001,2020-11-26,380,64781
nation,England,E92000001,2020-11-25,436,64401
nation,England,E92000001,2020-11-24,423,63965
nation,England,E92000001,2020-11-23,429,63542
nation,England,E92000001,2020-11-22,420,63113
nation,England,E92000001,2020-11-21,413,62693
nation,England,E92000001,2020-11-20,407,62280
nation,England,E92000001,2020-11-19,407,61873
nation,England,E92000001,2020-11-18,444,61466
nation,England,E92000001,2020-11-17,378,61022
nation,England,E92000001,2020-11-16,362,60644
nation,England,E92000001,2020-11-15,375,60282
nation,England,E92000001,2020-11-14,367,59907
nation,England,E92000001,2020-11-13,352,59540
nation,England,E92000001,2020-11-12,357,59188
nation,England,E92000001,2020-11-11,317,58831
nation,England,E92000001,2020-11-10,329,58514
nation,England,E92000001,2020-11-09,404,58185
nation,England,E92000001,2020-11-08,347,57781
nation,England,E92000001,2020-11-07,348,57434
nation,England,E92000001,2020-11-06,339,57086
nation,England,E92000001,2020-11-05,300,56747
nation,England,E92000001,2020-11-04,283,56447
nation,England,E92000001,2020-11-03,304,56164
nation,England,E92000001,2020-11-02,279,55860
nation,England,E92000001,2020-11-01,283,55581
nation,England,E92000001,2020-10-31,277,55298
nation,England,E92000001,2020-10-30,284,55021
nation,England,E92000001,2020-10-29,253,54737
nation,England,E92000001,2020-10-28,228,54484
nation,England,E92000001,2020-10-27,226,54256
nation,England,E92000001,2020-10-26,218,54030
nation,England,E92000001,2020-10-25,207,53812
nation,England,E92000001,2020-10-24,174,53605
nation,England,E92000001,2020-10-23,183,53431
nation,England,E92000001,2020-10-22,186,53248
nation,England,E92000001,2020-10-21,196,53062
nation,England,E92000001,2020-10-20,177,52866
nation,England,E92000001,2020-10-19,155,52689
nation,England,E92000001,2020-10-18,124,52534
nation,England,E92000001,2020-10-17,168,52410
nation,England,E92000001,2020-10-16,125,52242
nation,England,E92000001,2020-10-15,124,52117
nation,England,E92000001,2020-10-14,104,51993
nation,England,E92000001,2020-10-13,94,51889
nation,England,E92000001,2020-10-12,94,51795
nation,England,E92000001,2020-10-11,106,51701
nation,England,E92000001,2020-10-10,87,51595
nation,England,E92000001,2020-10-09,82,51508
nation,England,E92000001,2020-10-08,80,51426
nation,England,E92000001,2020-10-07,88,51346
nation,England,E92000001,2020-10-06,69,51258
nation,England,E92000001,2020-10-05,54,51189
nation,England,E92000001,2020-10-04,55,51135
nation,England,E92000001,2020-10-03,56,51080
nation,England,E92000001,2020-10-02,69,51024
nation,England,E92000001,2020-10-01,56,50955
nation,England,E92000001,2020-09-30,53,50899
nation,England,E92000001,2020-09-29,42,50846
nation,England,E92000001,2020-09-28,47,50804
nation,England,E92000001,2020-09-27,49,50757
nation,England,E92000001,2020-09-26,43,50708
nation,England,E92000001,2020-09-25,35,50665
nation,England,E92000001,2020-09-24,33,50630
nation,England,E92000001,2020-09-23,52,50597
nation,England,E92000001,2020-09-22,32,50545
nation,England,E92000001,2020-09-21,26,50513
nation,England,E92000001,2020-09-20,34,50487
nation,England,E92000001,2020-09-19,22,50453
nation,England,E92000001,2020-09-18,25,50431
nation,England,E92000001,2020-09-17,34,50406
nation,England,E92000001,2020-09-16,25,50372
nation,England,E92000001,2020-09-15,22,50347
nation,England,E92000001,2020-09-14,17,50325
nation,England,E92000001,2020-09-13,18,50308
nation,England,E92000001,2020-09-12,21,50290
nation,England,E92000001,2020-09-11,15,50269
nation,England,E92000001,2020-09-10,15,50254
nation,England,E92000001,2020-09-09,10,50239
nation,England,E92000001,2020-09-08,15,50229
nation,England,E92000001,2020-09-07,20,50214
